prefix,rate
506,7.1
2780,3.08
1222,0.56
2844,8.79
2869,8.27
2653,8.7
521,9.59
1775,2.19
1084,9.28
1950,2.47
788,1.05
2984,2.72
2153,6.45
1213,8.75
1174,6.02
1228,8.53
416,5.93
2294,4.09
2261,6.31
625,0.66
2011,3.13
1475,0.61
1638,4.35
2309,6.95
386,6.8
464,6.06
2354,4.12
1564,3.89
2954,1.29
577,3.5
2152,7.06
2394,9.64
2222,5.97
2968,4.66
338,6.73
2798,9.29
1787,7.32
2682,1.56
2746,1.07
2425,1.57
1386,7.59
877,4.7
255,7.78
2109,9.25
1491,6.28
194,2.49
1513,4.18
320,8.17
2897,5.36
1763,5.5
627,2.77
2999,2.56
802,4.19
2873,8.83
2602,7.33
531,1.46
1022,6.64
2221,7.64
2355,8.13
1239,8.22
573,3.85
2879,3.19
1089,5.64
2841,5.92
2304,5.53
284,3.81
2205,5.35
562,2.34
1888,7.23
1850,2.61
1296,2.41
575,9.63
2719,5.14
2438,4.71
2429,4.16
1062,4.55
520,6.16
2430,6.61
2501,9.75
2319,2.62
1770,6.19
1907,1.85
2490,6.51
2683,0.48
1115,8.91
1409,5.95
1309,9.27
1947,4.96
1039,7.15
2095,4.06
1415,6.77
1883,2.52
1417,4.38
2660,2.8
1557,0.7
1119,8.73
2140,7.87
2630,4.78
178,6.76
252,9.74
1835,3.54
482,5.6
179,5.4
2876,9.18
1634,1.72
1694,9.11
205,8.5
1629,0.63
591,3.26
2617,0.41
1393,0.23
147,7.81
1004,8.25
526,7.33
1842,1.94
2808,7.2
2356,0.77
197,8.38
2962,4.08
2885,6.03
710,5.93
2812,2.58
1931,2.1
2109,2.92
2211,8.98
2553,6.9
920,6.51
2766,9.68
2287,7.33
1142,5.96
1130,1.99
2141,2.05
2302,2.16
1395,3.2
1023,9.18
624,4.73
1666,9.11
1850,2.91
1338,9.33
1985,1.95
1335,6.5
2888,0.16
262,6.06
207,3.46
2679,3.48
2330,1.56
540,3.67
713,0.43
645,6.01
2954,4.12
1222,9.91
814,4.34
2350,5.32
2378,9.44
903,9.31
502,4.49
624,5.98
1983,0.69
657,2.3
2926,9.2
2896,9.01
283,0.13
453,9.28
1933,8.72
2735,3.96
1727,0.13
863,7.29
2833,4.36
2645,2.58
2329,7.37
774,3.4
213,7.93
2690,9.84
1601,2.28
375,8.71
594,9.69
488,5.59
404,2.81
2053,8.59
245,4.32
2493,1.8
2812,5.11
2618,4.2
2069,5.57
2034,1.27
372,6.02
2599,4.35
1860,0.18
246,3.63
2593,6.5
840,2.71
2535,6.7
1529,7.63
1339,3.25
2657,2.11
2389,2.83
1439,2.34
867,3.14
1785,2.59
1799,6.03
2793,7.25
1970,1.25
136,4.96
1726,9.23
1457,6.21
1186,1.24
828,9.71
2229,3.56
1938,3.69
240,0.3
721,1.43
1996,2.54
520,4.25
445,9.51
1126,4.21
1611,1.52
2066,0.24
323,4.75
2622,8.41
1313,5.25
2758,1.98
500,3.02
2443,2.16
316,3.41
1261,8.72
2622,2.11
1832,3.02
1381,7.42
2172,8.12
496,4.09
2859,4.58
2952,4.62
1742,9.69
1738,5.14
2794,0.36
2581,4.15
1869,5.56
2436,3.99
2884,4.4
2640,1.55
2965,3.42
2070,9.19
668,3.21
1805,9.6
1166,8.61
409,9.53
1290,6.92
1669,4.08
1345,7.67
1306,8.69
2803,8.33
927,0.63
1141,5.25
2859,6.87
878,7.76
1741,4.42
1922,7.83
800,3.25
1158,8.5
982,2.09
915,1.96
289,2.2
2640,7.03
2974,7.23
1585,9.0
1309,4.06
2916,3.17
2040,9.84
729,1.99
572,0.7
1459,6.43
2267,0.49
987,1.93
1579,9.4
117,1.79
2917,9.19
490,0.31
2498,7.85
2977,1.45
609,3.4
1619,5.1
1724,0.83
996,5.24
1793,3.14
674,7.61
233,4.97
2057,8.72
2050,6.03
1060,8.18
1211,5.16
847,4.27
1322,6.49
1431,9.48
2235,7.91
324,1.39
2674,2.12
1913,1.95
1130,5.4
1211,1.4
2121,3.46
2769,2.18
1196,1.68
2598,7.73
1469,4.54
2308,0.51
2062,4.32
2045,1.65
2770,7.51
1150,4.26
982,9.57
252,6.34
1851,3.82
2424,5.65
2774,9.02
1729,9.38
1524,1.09
106,2.19
2871,3.71
1402,8.86
2456,8.06
2821,6.33
2705,8.34
2193,0.19
898,3.33
835,6.68
1404,4.21
1805,5.79
2674,1.35
358,8.79
1253,1.83
1849,7.18
861,2.02
1019,5.88
1553,8.13
2322,6.25
987,9.59
1940,8.63
555,8.47
2623,3.81
1822,7.99
2720,5.69
1489,4.65
939,6.1
2432,6.06
2700,3.17
1315,6.39
1494,1.73
263,7.49
2104,2.89
2012,3.93
657,5.38
1628,5.89
1273,4.21
1453,5.77
1347,2.42
937,6.77
1126,9.9
1064,4.71
2981,5.73
460,7.03
2963,8.53
820,6.67
1091,5.6
1947,2.71
1355,9.23
822,1.69
189,8.29
204,0.82
2982,4.8
1745,6.13
1247,9.7
2860,8.53
2683,8.74
694,9.59
1448,5.78
509,9.45
117,7.79
2237,3.25
2632,1.18
2335,9.54
1121,9.22
1394,3.82
2425,3.26
965,7.39
1832,7.28
2153,5.76
2123,0.53
870,1.61
2913,6.05
685,2.16
153,9.52
1449,6.66
2109,6.92
2654,4.98
891,2.09
1722,3.92
2803,5.55
2875,2.41
1196,1.81
2179,0.68
1236,2.28
946,6.48
2638,0.71
2259,4.85
1818,6.43
550,6.87
2130,0.8
1677,6.51
1174,2.66
2052,5.77
2710,2.13
2554,7.72
2353,7.26
2282,6.97
652,1.3
1205,6.61
1191,2.65
997,4.74
197,6.46
1017,10.0
2273,5.59
1150,8.8
1858,4.52
812,4.56
221,6.09
2454,0.32
2723,8.67
1414,4.73
174,9.81
2990,0.87
1171,2.56
1388,0.18
1294,1.93
1109,6.1
1031,1.3
2822,5.6
2937,2.91
2170,3.78
198,7.74
1728,9.63
852,6.57
2178,9.12
2852,7.46
531,3.82
884,8.59
202,8.09
2516,4.98
1903,6.06
2316,4.29
1550,8.48
2570,2.54
2656,4.94
663,4.43
1132,0.4
234,0.25
2270,4.56
882,3.52
1905,8.48
1902,9.68
1049,9.27
1170,4.57
1593,1.42
1854,3.71
668,9.43
2377,6.5
2603,5.12
731,1.51
2070,7.48
1903,5.63
2203,6.53
2896,5.91
313,1.94
847,4.17
2150,2.65
510,9.56
2187,9.98
1959,7.68
1342,1.72
1625,3.92
1472,5.46
2164,3.87
1739,2.56
1239,6.69
2433,8.6
2615,9.55
2401,1.61
1192,9.69
2819,3.54
941,4.09
1157,3.81
1562,5.75
454,4.45
2551,1.45
719,9.15
1245,2.86
2995,7.85
1482,4.68
1191,8.2
1888,4.69
577,9.49
334,2.07
2328,4.46
651,2.46
173,0.13
2041,5.08
2631,6.34
1827,0.14
1960,9.83
2543,7.74
2476,5.7
2553,2.76
635,1.58
2396,9.43
1162,4.08
1322,3.67
2533,7.45
2367,3.22
148,2.45
2152,1.07
1932,5.15
2150,8.83
363,1.37
2944,0.33
1444,3.17
394,7.98
602,9.74
1206,8.94
1551,2.4
2240,8.75
768,9.66
1447,9.9
2532,1.5
920,2.26
560,7.56
1321,6.38
1374,2.67
2678,4.22
1720,9.86
1517,6.55
2485,4.69
928,7.36
589,6.01
2642,4.67
1460,1.15
2985,2.62
911,4.13
2886,8.11
605,2.09
773,2.4
916,8.98
1699,1.96
569,6.72
332,2.56
187,0.37
2419,5.28
2004,3.8
2782,6.21
2428,6.76
1380,5.55
552,4.27
2526,9.17
2053,4.43
2843,6.4
1965,9.59
1944,5.02
2808,6.52
596,6.82
678,6.38
514,2.01
616,3.02
2369,0.82
2155,1.95
944,5.58
2557,5.84
266,1.69
187,5.32
1211,6.75
1695,6.94
2144,3.67
2701,3.5
203,9.97
2508,0.82
463,0.13
1378,4.2
1544,1.82
2294,4.49
2314,7.1
1548,6.21
487,2.66
685,4.4
2654,8.92
2588,2.28
927,7.8
2834,7.48
2425,3.43
674,0.44
1972,9.92
2078,4.29
681,6.31
2078,0.18
