prefix,rate
2205,9.77
585,9.85
1860,6.2
1833,2.48
2676,7.08
1560,0.85
734,8.52
978,8.25
649,1.6
2720,1.27
962,8.73
2176,7.15
1287,2.02
1023,7.43
1006,0.39
2154,6.7
893,4.54
2565,8.6
561,2.8
2828,0.74
817,9.9
2985,9.79
1693,3.15
2934,8.96
291,0.8
2855,4.32
2400,3.59
2498,9.06
2619,7.87
2027,9.74
1343,2.38
390,9.17
537,4.0
2306,9.88
1179,6.64
629,7.47
1831,3.38
2769,0.5
2796,8.39
1565,5.92
2954,1.56
2985,1.48
169,1.71
152,5.16
741,5.78
1173,1.73
1127,2.47
378,1.66
2815,9.01
966,3.85
2599,5.27
1633,1.12
2136,3.84
2765,8.82
2789,7.89
604,8.67
2466,9.71
1543,4.08
535,5.97
855,7.78
2625,9.8
2488,0.32
894,1.78
2456,5.1
1761,7.57
2146,6.16
852,6.53
2779,1.78
834,8.49
1208,9.34
1505,6.85
2762,2.96
1793,9.35
459,0.58
1357,3.56
1121,8.6
2992,5.09
945,6.56
1764,8.75
344,4.54
888,2.21
1123,9.57
1485,8.11
678,3.32
1548,5.3
1769,4.03
112,6.98
2954,7.9
1579,2.92
267,0.6
2504,1.44
832,1.42
537,4.7
1782,8.92
1165,4.74
2706,1.07
175,0.18
183,4.65
2835,3.69
2954,3.31
1309,8.41
672,9.42
575,3.63
102,5.27
272,3.95
820,7.17
508,4.2
2628,5.71
2004,9.05
2665,6.77
1653,1.65
2302,7.72
1486,1.24
2945,7.29
385,6.57
2021,0.2
301,8.51
1040,2.04
266,1.4
801,1.67
2648,7.99
751,9.31
2102,9.56
257,8.35
2419,3.16
914,1.48
1305,0.9
820,4.64
599,4.02
833,8.28
1584,5.45
1100,3.14
1743,2.57
1354,1.84
1206,9.42
1063,2.02
704,5.16
1014,0.62
1903,7.31
2072,7.52
599,8.76
1983,5.72
2692,1.6
567,4.03
493,2.4
1920,0.65
2096,8.0
736,9.3
359,4.65
1186,5.6
890,9.83
1516,0.61
2122,0.91
949,7.65
1174,5.46
1104,8.46
1092,3.06
316,4.42
866,5.64
830,1.69
1004,7.59
866,4.1
1146,6.81
1948,1.45
1414,6.28
148,2.39
2953,3.81
1548,6.4
2576,9.23
2103,2.77
2964,2.41
1258,6.26
440,9.6
2407,4.98
2307,8.6
2578,9.9
2736,4.75
2224,3.99
239,3.01
1887,1.39
1516,5.52
703,6.71
591,7.56
160,3.42
1353,8.86
1884,1.61
854,3.63
2298,9.43
2229,8.78
596,8.37
2420,3.23
1544,5.79
951,6.72
607,5.48
2794,2.9
1861,1.4
1343,0.79
2457,4.99
2466,2.64
791,6.61
2373,7.18
1220,3.69
2883,5.58
2239,8.11
1502,7.04
553,9.67
2804,0.57
2056,2.18
491,0.49
1660,8.71
2247,2.32
1638,8.04
1150,3.58
1707,3.88
669,6.07
2489,0.24
1303,4.86
1500,9.75
1635,5.39
291,1.98
797,9.95
2714,6.72
2482,9.09
2152,0.31
2857,3.5
2851,3.84
990,3.07
1769,3.24
189,5.86
597,9.39
1541,7.72
1887,2.84
1260,5.94
295,2.47
1534,2.52
1459,4.55
2742,1.82
1582,3.94
945,8.99
1195,6.7
2546,1.54
1041,0.35
1108,4.09
837,4.43
2590,1.63
2156,1.17
1716,2.6
1317,7.29
931,4.67
1311,6.17
2203,0.67
1052,0.48
640,0.32
843,0.15
2698,9.95
814,3.43
2952,6.45
2121,1.13
446,2.28
1817,8.06
1538,7.63
111,4.26
1243,3.28
1966,2.96
1507,9.94
182,9.24
2297,2.74
2006,7.01
2631,8.27
664,3.5
1919,5.67
1965,4.64
1892,1.88
1414,4.59
686,3.15
2837,8.61
2423,4.04
2321,5.83
1847,3.01
596,5.78
2474,4.53
2597,0.6
1971,8.53
1667,7.84
2580,3.47
2466,4.45
101,1.94
128,9.66
2685,8.72
2701,7.53
292,9.86
2406,6.68
1884,8.6
1237,0.74
2364,0.4
692,9.97
1341,3.36
2256,5.41
393,6.96
1743,1.82
2296,8.87
332,0.29
2125,4.14
1468,0.39
2579,9.81
1375,9.17
1937,8.76
842,8.28
420,2.55
1164,6.43
2979,5.9
1847,3.7
1237,1.1
1627,7.29
1688,0.67
197,9.72
763,6.78
2519,3.33
170,1.85
1029,2.35
2480,3.06
2613,2.64
1821,2.17
2987,5.14
1893,8.48
1445,5.13
2303,6.51
883,0.45
547,8.52
1314,9.74
2309,5.37
818,4.66
1718,3.15
1669,8.32
460,6.53
1779,4.49
857,0.39
681,5.04
2897,2.37
2238,5.74
1139,4.85
886,1.61
1975,8.9
186,7.46
1177,3.64
694,5.72
2738,9.98
1009,2.26
1571,8.87
1482,3.53
2111,7.47
477,0.89
1765,5.84
1404,5.38
2698,3.74
1618,6.05
2954,8.75
2886,2.28
376,1.52
2987,9.38
2307,3.46
2324,6.55
310,4.16
1241,0.14
1724,6.06
2260,0.41
1303,1.19
1636,6.96
2695,2.07
306,2.03
1772,6.13
552,4.47
2176,8.79
1076,6.7
1216,2.97
2052,6.79
258,9.07
1808,0.98
285,1.42
1837,5.4
574,8.2
984,9.22
806,6.84
1536,3.96
1030,3.83
144,6.22
609,2.39
809,8.68
2157,7.88
1599,1.18
2798,7.54
1733,1.1
2296,5.39
568,8.59
286,0.8
2522,6.65
2458,3.6
2604,2.84
1397,3.3
581,0.24
2246,1.05
2814,0.96
183,0.85
1803,9.25
345,7.58
2103,0.19
1569,2.63
2006,8.04
776,2.82
126,5.65
662,4.84
2765,0.36
1925,0.18
2866,3.91
2573,0.72
1704,5.53
506,8.41
2851,4.59
790,4.58
2294,6.69
1299,9.09
1610,7.94
751,5.23
2157,8.6
1724,9.77
2436,3.03
2441,2.67
514,9.23
2662,4.84
2761,2.94
109,7.62
2981,6.08
1265,8.89
122,8.61
1167,5.43
216,0.44
2453,0.85
164,8.83
2893,6.2
1530,3.53
1712,7.56
650,3.39
138,1.02
107,0.34
2546,3.8
2147,0.8
1636,7.06
1471,4.82
1799,6.68
1545,2.35
1084,9.11
1318,8.59
1067,5.86
182,3.59
137,2.97
1087,4.2
960,2.6
370,8.13
1225,5.18
1697,6.7
1749,9.71
2696,9.94
1983,8.01
1866,9.22
1565,7.72
1370,7.04
631,8.49
457,3.47
2717,3.87
1590,7.98
1697,3.45
1492,2.98
2964,0.13
2478,7.62
2888,6.25
923,5.22
2408,9.48
679,1.79
2221,8.41
1098,6.33
2992,5.52
1262,8.88
1392,9.54
890,8.41
1438,3.19
2280,4.28
2499,9.03
1838,7.47
2600,2.71
2148,2.79
2716,2.45
1381,5.83
2048,7.83
1824,9.62
830,4.3
2625,2.1
584,1.76
541,9.94
647,7.76
1927,7.92
2401,5.82
2293,4.28
792,9.38
940,2.6
2023,9.45
1486,0.4
898,5.3
1716,6.88
982,7.6
821,3.75
1286,2.78
691,8.71
2872,1.46
162,4.8
739,4.77
977,6.51
1528,9.17
457,3.39
1230,2.68
870,2.6
2923,0.96
1755,1.37
254,7.38
2255,4.9
1278,4.9
358,8.57
1459,6.95
2208,1.89
2907,6.59
1596,8.24
576,8.6
755,3.93
179,9.95
1173,5.09
2545,0.62
2856,1.89
390,2.41
602,4.43
1883,8.01
1475,5.16
2838,6.98
1654,2.91
1944,5.96
1778,0.17
1965,1.82
872,0.77
657,9.17
2104,9.24
1593,5.94
305,2.48
493,2.84
579,7.63
151,6.8
2086,0.54
2894,4.8
1361,0.87
826,5.21
1661,1.21
1470,2.0
1918,7.84
1997,5.09
2325,2.01
2585,3.03
329,4.71
958,4.08
2646,9.37
113,0.36
494,2.78
1999,8.27
113,7.73
203,5.57
632,0.62
2634,7.98
1043,8.0
1255,8.68
2791,7.68
1001,9.85
660,9.22
2452,5.01
2179,9.22
1091,1.52
1326,1.05
2355,9.6
2677,3.98
2059,1.43
421,4.78
246,2.27
915,5.93
1420,2.61
2783,4.84
1507,8.49
2435,8.46
530,1.82
359,6.98
2096,0.6
1107,9.91
1440,6.6
1757,4.5
2487,8.9
1510,5.42
2227,1.97
2318,6.66
596,7.8
2467,9.18
1003,5.28
1875,6.54
1698,7.77
1826,5.44
2365,0.11
2033,2.08
2297,1.85
2672,8.18
347,8.26
2461,9.87
1835,2.26
1553,3.5
2435,5.31
2224,0.93
2074,5.73
1241,7.51
2131,4.92
792,6.78
903,2.48
2045,7.14
906,1.82
665,1.1
1832,8.95
1484,9.74
758,8.26
2696,8.93
2570,9.19
1381,8.8
996,5.01
408,0.91
279,4.45
890,1.02
1759,0.44
1829,6.28
541,9.09
2402,3.04
2405,9.03
1223,1.0
2569,5.65
2564,9.2
880,9.37
1868,9.66
2437,8.31
2225,5.93
395,3.39
464,8.77
1382,3.75
1180,4.83
2895,1.48
2451,3.2
1221,1.12
2790,7.53
1212,5.46
1011,7.33
1743,2.29
1442,1.37
1150,6.23
2249,0.9
1818,7.06
1682,0.85
1912,3.49
2066,2.72
2014,4.73
325,3.92
1068,7.28
1984,9.93
1898,3.65
1630,4.11
2110,9.61
1249,0.22
2351,5.69
874,3.51
1341,7.0
276,3.25
1585,8.54
965,4.81
795,7.66
885,7.71
2872,9.11
2730,6.8
479,9.65
2250,6.58
2786,4.71
2488,9.45
2858,6.28
1156,7.8
2658,8.82
370,6.27
1363,2.77
2248,6.1
235,9.28
1223,2.44
2149,5.37
707,6.17
2729,8.01
1361,1.66
196,0.59
159,2.19
2389,0.37
2256,5.29
2634,5.6
700,6.26
2810,7.48
482,4.73
1519,3.4
1193,5.87
1234,3.48
1894,7.03
1796,3.47
319,6.29
1901,4.48
1008,5.52
960,0.41
2488,2.41
1820,8.67
1813,7.1
1790,6.92
2082,1.95
1439,6.45
1788,4.6
2943,5.67
836,7.0
2597,0.69
638,9.96
1047,3.44
1095,8.59
840,1.74
1722,7.21
1946,8.03
142,0.62
2765,6.62
1426,2.22
742,5.19
1635,9.87
2069,6.57
2758,7.98
2936,1.09
1532,8.21
2962,7.43
1740,0.85
2870,6.17
1452,2.29
403,9.95
375,4.39
671,6.82
503,2.65
1248,1.33
1607,2.24
543,1.33
2140,3.79
1539,4.14
1166,3.43
262,4.02
658,4.25
1824,5.02
1527,5.15
2135,3.72
695,2.32
1256,2.29
707,3.24
1103,8.63
2385,9.26
1064,0.15
2037,8.26
2770,9.1
1175,4.93
1050,2.73
2528,1.51
2303,8.26
2340,1.91
1202,4.79
2851,4.06
701,9.35
2494,4.41
141,3.58
1744,2.66
1570,5.07
2878,5.85
766,5.65
1996,6.68
1948,1.02
1394,5.35
1635,5.26
189,0.96
1897,9.27
1703,6.94
754,6.07
1299,3.66
1795,7.06
2748,3.18
311,1.01
1363,8.9
2356,3.46
2311,4.06
217,6.04
1875,6.16
1542,4.02
316,7.29
1234,0.62
2205,5.81
1961,8.65
1580,9.93
334,2.73
2442,5.73
736,6.58
2741,2.16
1920,3.68
2745,7.48
489,7.47
102,1.88
2897,9.62
1681,4.47
2389,3.06
1673,1.64
2982,6.03
2313,4.04
2914,7.66
2204,3.79
384,2.94
2620,5.03
2554,5.92
1616,7.02
993,9.1
888,2.16
811,2.16
1552,1.52
2102,5.48
112,4.81
1497,1.32
1052,7.51
1854,4.72
2682,7.13
1211,4.65
2049,2.77
1899,6.21
366,1.03
936,7.71
191,7.63
2723,8.83
2480,3.59
230,1.74
2509,4.59
892,9.18
2169,1.96
1698,5.05
1550,1.75
979,2.7
1752,5.48
1649,7.6
2295,5.21
2125,4.17
1592,5.95
1326,1.26
203,4.62
2542,7.31
2256,8.2
1128,5.85
333,0.82
821,0.85
1424,6.45
321,3.78
154,8.62
991,5.01
1189,2.76
1143,8.78
1494,6.71
715,3.68
