prefix,rate
277,9.89
1329,3.73
763,5.68
1487,4.39
2355,1.65
2205,5.02
2532,2.59
1987,7.03
1191,7.15
420,5.88
2743,6.11
2651,1.6
1425,8.5
1090,6.35
2109,6.04
532,6.52
941,6.4
2437,7.77
1327,0.15
2762,9.39
702,6.28
478,8.56
1942,5.09
2728,7.38
2022,3.51
1308,9.7
2497,8.89
909,8.1
2478,8.99
176,1.3
104,8.74
2674,6.1
2817,8.29
2781,9.14
941,1.55
1467,1.1
742,2.89
2948,5.31
651,0.62
1837,4.34
135,9.39
230,2.5
2488,8.62
1055,2.18
889,5.52
1074,0.24
2697,6.77
2029,2.69
923,5.91
117,4.91
2202,9.98
2267,1.05
1760,9.65
684,1.17
2410,2.59
667,2.99
1435,3.55
2657,5.11
1736,7.54
2584,1.88
860,6.57
263,8.21
837,4.24
215,4.15
343,5.67
1246,8.48
2866,3.51
2316,7.92
480,2.88
681,9.79
1519,8.38
520,8.57
2109,7.9
2745,9.65
1802,8.84
2526,1.47
2449,5.95
489,3.47
1962,9.3
1440,4.17
1938,4.18
1891,8.62
111,5.76
2785,8.44
2161,7.79
1799,7.85
1284,1.93
757,0.3
535,8.15
2940,9.86
1754,5.47
412,3.77
2249,3.56
1074,7.14
400,7.78
487,0.47
910,3.97
2547,6.19
2813,0.72
225,6.4
1588,3.99
1756,5.47
2556,5.89
2479,6.81
2288,5.17
2087,3.34
2085,1.28
543,6.71
1095,2.03
828,1.44
2874,9.8
666,1.92
124,7.69
2498,7.9
2957,8.53
1405,4.06
833,9.29
574,6.31
1954,8.07
2267,7.11
783,1.66
2271,6.37
1476,6.05
1920,7.59
2464,7.47
2785,0.3
246,4.1
2611,6.85
2358,6.21
358,5.22
1724,3.81
501,2.26
2541,6.14
693,4.2
1850,3.74
1122,1.32
990,10.0
541,9.9
1003,9.26
1302,1.75
1060,6.54
1452,8.82
686,8.93
2625,4.83
2262,3.82
1963,3.64
339,1.36
2042,1.43
2220,6.66
2068,6.15
1209,4.54
406,3.66
1590,2.66
907,0.24
2967,3.76
475,2.27
1145,8.79
709,0.72
2352,5.42
1499,4.8
206,4.29
928,4.04
488,7.34
1077,7.07
2000,7.01
890,6.39
1750,3.69
1960,4.82
1266,5.12
903,2.24
1929,7.19
1707,1.34
1292,5.89
1587,2.48
1196,7.61
1007,7.0
675,0.76
1786,2.82
1635,0.92
417,7.07
839,7.42
1428,7.22
512,0.57
286,1.14
1831,5.15
2169,8.26
2249,7.62
1418,3.18
1521,2.74
670,9.03
1347,5.1
174,1.29
844,5.21
2747,5.87
2124,6.05
2736,7.18
2403,4.45
1578,4.6
959,4.35
1601,5.03
247,3.05
2067,6.19
2244,6.93
454,4.53
1962,5.25
2920,3.06
640,5.24
462,6.37
2694,0.16
951,2.12
279,4.69
2793,4.15
287,8.44
763,3.75
1262,6.76
2942,2.86
572,6.98
2776,2.85
881,0.76
1525,6.91
1262,1.39
2001,6.02
2317,9.52
303,4.75
2779,6.39
2840,9.78
1356,1.04
389,3.71
533,3.34
2458,1.83
1890,7.8
1292,9.5
1587,0.89
2339,3.16
183,4.99
1131,9.05
721,6.81
454,8.71
2062,1.35
1960,8.79
260,2.07
2333,8.17
363,9.89
2680,4.91
2957,5.62
2037,7.97
1765,1.02
369,0.49
897,8.07
1605,3.6
2812,5.57
2379,0.82
2901,2.64
291,0.19
2746,0.81
1779,9.21
144,9.24
1972,8.36
2626,1.07
1655,9.85
1246,3.97
2636,1.88
1658,5.79
2945,9.59
2741,1.62
1061,4.28
1494,3.3
1049,0.14
2132,7.35
2071,5.81
1763,1.71
2377,3.74
1410,5.56
1598,9.84
2717,6.08
1189,5.34
866,5.93
2284,3.05
1119,7.13
2491,2.72
1434,5.66
2912,4.27
178,9.98
2111,0.9
1621,0.76
1229,4.78
1957,1.72
2713,9.97
371,3.11
230,0.52
900,5.68
2203,8.69
950,4.57
2533,1.18
236,2.17
2771,4.72
2038,1.33
128,1.06
863,0.51
839,0.58
2989,6.2
2496,2.24
187,5.56
2847,3.09
636,6.22
2091,7.98
1320,8.73
1249,2.29
2204,9.75
1900,9.1
779,5.73
1020,9.0
1324,3.21
1162,7.0
2080,2.86
1214,7.39
1075,4.69
1977,2.19
498,7.71
937,6.22
500,4.85
1411,7.88
2219,0.21
2387,9.98
1379,0.5
1079,0.73
371,4.26
1357,7.85
2763,3.55
2783,5.1
2720,6.14
1265,1.49
1798,5.29
144,1.83
1678,1.85
602,3.15
961,2.99
1574,6.31
2249,0.7
2944,8.97
2804,7.81
2328,7.05
2103,2.22
197,0.37
2745,2.7
790,8.46
2827,9.31
2969,7.49
2254,3.63
2614,3.25
402,3.05
2849,2.42
1115,5.66
266,9.99
938,2.6
1920,0.85
2695,5.76
186,8.26
1502,2.05
2731,2.39
743,5.19
2861,8.73
540,1.14
1667,8.81
1700,3.18
2253,0.15
1911,4.37
2277,5.62
2415,5.69
822,8.54
328,2.23
2650,2.84
1875,6.5
959,6.91
531,0.65
948,6.9
855,3.98
913,6.06
1681,5.43
2515,6.42
1078,6.38
1999,6.54
1011,7.66
907,8.32
928,8.93
2558,3.19
1171,9.51
2996,6.0
784,4.24
2497,5.75
2243,1.22
2290,6.83
1700,9.48
565,5.24
2596,5.02
787,1.66
2762,2.57
2398,0.25
542,1.48
2819,7.71
2763,6.52
1839,3.37
742,6.84
1658,6.19
348,7.35
1366,8.92
2150,7.25
221,9.12
2452,5.28
2599,7.98
1220,2.77
1581,4.01
1896,7.21
2658,3.91
1202,5.29
2308,7.4
1313,4.99
735,1.83
1341,9.59
872,5.27
1335,0.18
1961,1.13
1203,6.52
2639,7.83
1691,8.31
2036,6.8
2484,4.12
1338,4.2
2478,3.43
839,1.63
463,5.31
1955,5.92
1551,9.66
1807,4.78
929,2.17
1686,9.49
2768,0.7
2495,6.75
1059,7.67
2656,0.22
919,1.34
2474,1.93
111,0.31
2485,2.63
1267,8.74
2282,0.39
361,2.07
716,6.2
2263,6.33
2445,4.97
1178,4.48
1522,3.96
2420,6.75
855,0.15
1639,8.8
735,6.01
2170,7.71
2543,1.55
1047,7.34
467,8.58
2158,8.32
2970,7.89
633,3.72
1498,1.05
513,6.71
1842,9.94
1179,5.64
1439,5.09
406,0.44
2509,1.02
189,1.92
2130,6.0
2986,5.23
2706,8.78
1417,1.66
1359,4.35
272,1.06
2966,0.51
2595,8.1
2768,3.85
1619,0.75
159,8.57
1437,8.49
542,0.73
1989,9.94
2262,8.0
2393,5.5
2537,4.1
1331,7.39
2474,7.25
2525,4.86
1592,5.38
2909,5.29
989,4.78
2878,0.66
1457,2.77
1947,9.84
2991,8.14
2206,7.3
536,8.24
349,0.52
2097,3.34
1520,1.2
2848,0.9
2916,2.09
189,5.68
2755,6.89
1795,8.05
700,5.83
1178,6.37
2511,0.56
2410,8.3
633,9.4
2696,1.99
989,6.73
2277,2.3
282,0.53
1448,6.31
1638,1.09
2305,2.01
110,0.34
1295,3.01
1009,8.68
1340,0.45
398,8.94
2219,6.2
1071,5.42
2884,1.61
2158,2.62
2869,0.24
1946,7.44
2181,6.35
1217,1.8
1280,5.45
2961,7.1
2417,8.01
1544,8.8
1085,5.21
1030,6.93
1852,0.59
2310,6.26
1204,4.1
1927,1.48
555,10.0
1408,1.39
493,6.53
2408,0.53
1003,9.11
2580,4.6
700,4.53
2460,7.97
2238,9.63
2975,9.67
2695,8.41
1781,9.28
2376,9.43
2960,4.97
2449,0.31
734,7.48
1157,8.9
892,2.4
160,8.6
2267,6.21
2396,6.46
2290,3.17
773,7.54
985,1.93
490,0.35
2888,4.2
1059,3.4
1703,2.06
1842,6.28
2282,2.13
2029,6.44
151,7.94
2930,1.79
2058,2.54
2731,5.61
1212,3.33
1270,1.86
1418,7.91
1831,0.27
1862,5.08
475,3.25
367,5.3
1609,5.69
2376,2.14
1644,8.74
2083,9.05
1836,9.87
2920,7.71
1323,5.64
1177,9.88
426,9.26
2189,2.13
2130,0.22
926,2.82
2297,2.49
616,3.65
2105,5.11
636,4.75
2152,4.01
629,9.22
1742,5.47
1013,4.03
990,9.76
674,8.88
1724,2.54
2908,6.4
2534,4.89
101,9.31
459,3.32
1346,0.6
788,1.7
1797,1.6
942,7.53
175,1.12
1618,2.71
328,3.92
1368,5.77
2131,6.17
2198,0.62
614,8.34
1537,4.45
2850,5.98
2332,8.43
1225,4.57
905,4.56
2900,8.38
180,8.15
2548,6.31
132,9.64
2514,2.44
434,9.16
1687,0.73
1757,2.62
2297,3.75
1841,7.76
2932,6.94
1721,6.16
2442,2.16
2330,7.37
2280,4.1
878,5.59
412,1.43
1014,8.54
754,5.5
2123,6.64
2977,6.71
1930,8.82
828,8.66
2496,4.18
2268,8.86
1482,0.94
2973,8.68
930,0.72
1345,6.49
608,7.95
238,6.39
1033,9.09
686,1.16
1595,5.23
2582,4.95
215,1.22
1472,4.4
1106,6.25
2623,6.2
1728,1.1
1251,0.56
2815,4.85
2619,5.21
170,7.09
612,1.58
390,8.18
316,1.36
1776,6.34
2456,5.69
148,6.58
2236,6.2
2712,4.93
684,2.86
260,8.63
2584,0.38
1708,4.02
159,7.3
384,9.14
935,9.44
428,6.45
466,8.15
2352,1.33
1305,0.56
1455,7.22
1056,6.69
805,0.96
1029,9.44
604,2.65
2093,2.09
2263,9.72
2162,6.66
1246,9.81
1115,5.79
2877,7.74
1236,3.72
1725,4.47
1032,2.27
240,0.37
2865,8.52
1140,0.38
2290,5.59
184,0.86
2587,6.18
2751,0.36
2765,4.09
1653,6.18
2265,8.42
1044,7.43
2944,5.07
2183,1.79
1480,2.19
101,2.35
1577,9.0
1782,6.04
768,2.02
1556,3.55
2234,0.96
524,8.22
1528,9.62
683,7.08
1489,0.45
140,3.58
1749,9.44
1381,8.41
2683,3.12
949,0.37
2579,7.28
509,8.71
2887,2.19
2433,7.98
1425,0.22
1027,5.55
2779,6.22
555,0.74
1426,7.44
2088,2.43
2371,9.47
2422,6.29
1629,2.04
1968,2.03
1939,6.47
1340,4.45
2236,0.2
1559,2.94
140,9.13
1457,3.04
1116,4.94
1636,0.38
1693,8.35
2868,3.3
431,3.81
2884,3.95
1889,5.25
296,0.54
1365,5.37
295,6.04
2718,6.43
775,8.22
533,5.41
705,4.52
1482,2.31
1079,9.26
1151,8.46
1339,2.04
2839,6.29
1703,6.08
634,3.1
817,2.97
2813,9.86
217,3.51
2579,8.71
450,5.76
2014,6.61
1192,6.45
1265,4.26
1414,6.78
2471,5.92
2282,8.57
2785,4.43
2897,2.23
2580,8.13
2834,5.67
280,1.32
996,4.76
1977,8.83
2716,7.9
1421,8.71
2564,6.39
1839,5.15
306,9.76
1842,9.97
2604,7.64
2198,8.19
2867,3.5
447,7.36
1487,5.01
1427,7.31
2468,9.68
1044,7.08
1942,1.03
2119,3.33
2201,4.63
2429,6.64
1668,5.74
604,9.34
885,6.31
2847,5.81
2896,6.44
122,8.0
1441,3.0
787,8.65
164,2.56
2417,8.35
692,4.86
1422,4.97
2775,0.6
704,6.85
1128,2.02
2984,7.12
2759,1.69
2222,1.84
2370,3.05
127,3.8
1849,9.77
2088,9.79
2316,8.29
267,0.83
1003,6.59
2568,3.45
2797,9.27
831,1.01
517,2.3
2229,2.11
2878,5.65
407,7.08
1966,5.39
1391,7.2
1924,4.9
1175,3.5
2375,7.01
2075,5.02
244,0.66
1255,9.39
2124,4.81
1735,5.04
1149,9.23
2142,0.35
1716,4.09
1086,5.44
1197,7.46
1161,6.97
1468,2.41
839,3.46
1533,5.76
525,7.14
769,1.26
1411,5.07
1897,3.71
187,3.43
1062,8.27
669,9.81
988,5.43
1854,3.49
726,9.53
1023,6.54
2032,3.42
2532,3.74
1288,7.7
2836,8.52
2945,7.34
2192,5.76
1910,2.61
1391,4.7
2365,8.43
315,3.6
1726,4.02
800,3.33
985,7.9
1989,8.95
2753,5.31
1333,0.87
1153,5.6
2694,8.92
336,6.44
2712,6.52
2979,1.12
1393,8.63
2682,7.42
1363,0.1
808,1.19
713,5.97
2468,3.94
1740,5.77
888,2.69
747,1.1
1455,8.81
2831,8.34
2872,1.68
1341,8.17
1811,0.45
284,5.55
1858,5.71
2359,2.94
2196,4.04
2014,4.97
2556,6.34
1036,8.42
2382,0.55
1920,7.65
246,5.95
1347,8.2
1632,6.51
2313,3.85
2679,9.4
1568,9.05
1830,1.65
1012,8.03
1065,0.4
660,5.53
402,7.57
288,4.26
2309,3.97
862,5.46
1747,0.65
2933,5.89
487,4.81
